Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python310, asyncio_tcp, 10,820.632568359375000000, 628.744934082031250000,  ,  , 82356, 46.2, 63944
Python310, asyncio_tcp, 10,821.889526367187500000, 629.624084472656250000,  ,  , 82490, 47.8, 64176
Python310, asyncio_tcp, 10,819.998779296875000000, 628.229919433593750000,  ,  , 82315, 48.8, 63956
Python310, asyncio_tcp, 10,820.744628906250000000, 628.663696289062500000,  ,  , 82372, 46.8, 64000
Python310, asyncio_tcp, 10,820.827331542968750000, 628.658447265625000000,  ,  , 82401, 46.2, 64048
Python310, asyncio_tcp, 10,820.208129882812500000, 628.250305175781250000,  ,  , 82334, 46.2, 64072
Python310, asyncio_tcp, 10,821.849548339843750000, 629.676391601562500000,  ,  , 82484, 47.2, 64072
Python310, asyncio_tcp, 10,821.745300292968750000, 629.543579101562500000,  ,  , 82470, 49.0, 63912
Python310, asyncio_tcp, 10,820.435363769531250000, 628.421081542968750000,  ,  , 82343, 47.8, 64624
Python311, asyncio_tcp, 10,777.915771484375000000, 594.384338378906250000,  ,  , 78075, 46.2, 66112
Python311, asyncio_tcp, 10,775.051452636718750000, 591.999389648437500000,  ,  , 77782, 46.5, 66144
Python311, asyncio_tcp, 10,775.755310058593750000, 592.816650390625000000,  ,  , 77854, 47.8, 65704
Python311, asyncio_tcp, 10,773.860717773437500000, 590.977111816406250000,  ,  , 77681, 47.5, 65512
Python311, asyncio_tcp, 10,774.651245117187500000, 591.697265625000000000,  ,  , 77742, 47.5, 66120
Python311, asyncio_tcp, 10,778.976928710937500000, 595.361999511718750000,  ,  , 78178, 49.0, 65732
Python311, asyncio_tcp, 10,778.919555664062500000, 595.279968261718750000,  ,  , 78170, 48.8, 65816
Python311, asyncio_tcp, 10,773.217285156250000000, 590.571350097656250000,  ,  , 77605, 47.0, 65188
Python311, asyncio_tcp, 10,776.909606933593750000, 593.413940429687500000,  ,  , 77984, 45.8, 66068
Python311, asyncio_tcp, 10,776.473999023437500000, 593.388854980468750000,  ,  , 77927, 47.0, 65396
