Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python, chameleon, -1,292.659057617187500000, 263.550781250000000000,  ,  , 15024, 65.5, 49372
Python, chameleon, -1,295.047241210937500000, 265.868347167968750000,  ,  , 15059, 65.5, 49476
Python, chameleon, -1,292.970764160156250000, 264.059082031250000000,  ,  , 14916, 65.8, 49376
Python, chameleon, -1,292.429138183593750000, 263.589355468750000000,  ,  , 14975, 63.8, 49504
Python, chameleon, -1,294.580322265625000000, 265.993164062500000000,  ,  , 14904, 67.2, 49384
Python, chameleon, -1,294.011779785156250000, 265.346740722656250000,  ,  , 14834, 65.2, 49592
Python, chameleon, -1,291.740783691406250000, 263.011840820312500000,  ,  , 14885, 67.5, 49344
Python, chameleon, -1,297.480529785156250000, 269.098876953125000000,  ,  , 14807, 65.5, 49424
Python, chameleon, -1,289.529113769531250000, 260.517761230468750000,  ,  , 15069, 67.5, 49376
Python, chameleon, -1,291.232421875000000000, 262.276428222656250000,  ,  , 15025, 66.0, 49364
Python, crypto_pyaes, -1,321.439147949218750000, 290.256713867187500000,  ,  , 16300, 63.8, 49372
Python, crypto_pyaes, -1,324.762695312500000000, 293.777343750000000000,  ,  , 16264, 63.8, 49380
Python, crypto_pyaes, -1,318.799743652343750000, 287.284912109375000000,  ,  , 16487, 67.2, 49352
Python, crypto_pyaes, -1,321.767517089843750000, 290.439208984375000000,  ,  , 16337, 64.2, 49464
Python, crypto_pyaes, -1,320.554809570312500000, 289.301879882812500000,  ,  , 16289, 65.0, 49380
Python, crypto_pyaes, -1,318.876220703125000000, 287.381286621093750000,  ,  , 16475, 65.2, 49312
Python, crypto_pyaes, -1,321.220031738281250000, 289.918457031250000000,  ,  , 16362, 64.8, 49256
Python, crypto_pyaes, -1,316.656494140625000000, 284.992187500000000000,  ,  , 16543, 63.5, 49476
Python, crypto_pyaes, -1,320.323425292968750000, 288.902954101562500000,  ,  , 16384, 65.2, 49520
Python, crypto_pyaes, -1,324.556274414062500000, 293.611877441406250000,  ,  , 16269, 65.0, 49292
Python, deepcopy, -1,902.811035156250000000, 816.406311035156250000,  ,  , 45499, 67.2, 49364
Python, deepcopy, -1,903.787780761718750000, 817.792968750000000000,  ,  , 45191, 65.8, 49448
Python, deepcopy, -1,895.188415527343750000, 808.563049316406250000,  ,  , 45465, 63.5, 49500
Python, deepcopy, -1,886.815673828125000000, 800.124633789062500000,  ,  , 45385, 65.5, 49360
Python, deepcopy, -1,890.583190917968750000, 803.981628417968750000,  ,  , 45524, 63.5, 49344
Python, deepcopy, -1,869.195373535156250000, 781.724487304687500000,  ,  , 45860, 64.0, 49452
Python, deepcopy, -1,892.839843750000000000, 806.238891601562500000,  ,  , 45577, 63.5, 49608
Python, deepcopy, -1,907.658142089843750000, 821.491699218750000000,  ,  , 45391, 65.8, 49508
Python, deepcopy, -1,886.244018554687500000, 799.566589355468750000,  ,  , 45456, 63.8, 49376
Python, deepcopy, -1,888.269042968750000000, 801.398376464843750000,  ,  , 45544, 63.8, 49592
Python, float, -1,349.092407226562500000, 313.367919921875000000,  ,  , 17684, 64.5, 49472
Python, float, -1,344.687622070312500000, 308.581481933593750000,  ,  , 17797, 64.2, 49556
Python, float, -1,349.626281738281250000, 314.109619140625000000,  ,  , 17677, 64.5, 49376
Python, float, -1,350.955993652343750000, 315.402221679687500000,  ,  , 17697, 65.2, 49424
Python, float, -1,347.349121093750000000, 311.279418945312500000,  ,  , 17787, 63.2, 49584
Python, float, -1,348.970886230468750000, 313.589965820312500000,  ,  , 17621, 67.5, 49492
Python, float, -1,344.432617187500000000, 308.464538574218750000,  ,  , 17853, 64.2, 49484
Python, float, -1,348.042785644531250000, 312.200744628906250000,  ,  , 17734, 64.0, 49600
Python, float, -1,344.288696289062500000, 308.072082519531250000,  ,  , 17923, 67.8, 49384
Python, float, -1,347.348022460937500000, 311.544677734375000000,  ,  , 17766, 65.2, 49360
Python, go, -1,304.360351562500000000, 274.707031250000000000,  ,  , 15491, 64.5, 49256
Python, go, -1,308.239379882812500000, 278.679992675781250000,  ,  , 15502, 64.8, 49420
Python, go, -1,303.946228027343750000, 274.106201171875000000,  ,  , 15652, 64.8, 49492
Python, go, -1,304.347473144531250000, 274.638183593750000000,  ,  , 15507, 67.8, 49604
Python, go, -1,309.032531738281250000, 279.665771484375000000,  ,  , 15404, 64.8, 49364
Python, go, -1,302.578247070312500000, 272.576538085937500000,  ,  , 15667, 64.2, 49584
Python, go, -1,303.565368652343750000, 273.775634765625000000,  ,  , 15582, 67.8, 49592
Python, go, -1,304.934387207031250000, 275.088195800781250000,  ,  , 15602, 64.0, 49484
Python, go, -1,307.391540527343750000, 277.987182617187500000,  ,  , 15442, 65.2, 49300
Python, go, -1,307.957275390625000000, 278.599243164062500000,  ,  , 15427, 65.5, 49300
Python, hexiom, -1,243.122009277343750000, 219.578247070312500000,  ,  , 12299, 58.8, 49496
Python, hexiom, -1,240.650146484375000000, 216.669250488281250000,  ,  , 12410, 59.0, 49604
Python, hexiom, -1,241.328063964843750000, 217.417480468750000000,  ,  , 12387, 64.8, 49232
Python, hexiom, -1,240.919494628906250000, 216.909729003906250000,  ,  , 12503, 63.5, 49588
Python, hexiom, -1,241.267150878906250000, 217.344238281250000000,  ,  , 12407, 63.2, 49600
Python, hexiom, -1,243.926635742187500000, 220.324645996093750000,  ,  , 12350, 65.0, 49236
Python, hexiom, -1,242.009704589843750000, 218.134704589843750000,  ,  , 12388, 56.2, 49504
Python, hexiom, -1,243.408508300781250000, 219.709289550781250000,  ,  , 12376, 64.5, 49484
Python, hexiom, -1,243.924560546875000000, 220.105957031250000000,  ,  , 12450, 65.2, 49428
Python, hexiom, -1,241.601135253906250000, 217.735229492187500000,  ,  , 12421, 62.8, 49384
Python, json_dumps, -1,409.732360839843750000, 371.109619140625000000,  ,  , 20280, 64.5, 49376
Python, json_dumps, -1,231.068786621093750000, 208.124023437500000000,  ,  , 11862, 59.0, 49348
Python, json_dumps, -1,231.187988281250000000, 208.281188964843750000,  ,  , 11806, 63.0, 49600
Python, json_dumps, -1,231.661071777343750000, 208.889160156250000000,  ,  , 11805, 64.8, 49448
Python, json_dumps, -1,408.693908691406250000, 369.852844238281250000,  ,  , 20418, 67.5, 49368
Python, json_dumps, -1,230.260009765625000000, 207.293212890625000000,  ,  , 11916, 61.0, 49548
Python, json_dumps, -1,231.657104492187500000, 208.940368652343750000,  ,  , 11768, 63.2, 49296
Python, json_dumps, -1,400.324279785156250000, 361.151000976562500000,  ,  , 20449, 65.5, 49600
Python, json_dumps, -1,232.058593750000000000, 209.406677246093750000,  ,  , 11803, 67.5, 49296
Python, json_dumps, -1,404.778320312500000000, 365.903808593750000000,  ,  , 20378, 65.8, 49364
Python, json_loads, -1,286.961242675781250000, 258.742736816406250000,  ,  , 14727, 66.8, 49428
Python, json_loads, -1,290.468444824218750000, 262.479309082031250000,  ,  , 14661, 63.0, 49604
Python, json_loads, -1,291.167724609375000000, 263.241943359375000000,  ,  , 14643, 63.2, 49344
Python, json_loads, -1,289.556884765625000000, 261.501220703125000000,  ,  , 14708, 63.5, 49592
Python, json_loads, -1,287.598327636718750000, 259.291687011718750000,  ,  , 14772, 67.2, 49604
Python, json_loads, -1,285.203491210937500000, 256.634826660156250000,  ,  , 14906, 67.5, 49176
Python, json_loads, -1,287.995544433593750000, 259.766113281250000000,  ,  , 14772, 67.2, 49304
Python, json_loads, -1,287.801757812500000000, 259.462524414062500000,  ,  , 14838, 67.5, 49380
Python, json_loads, -1,287.001037597656250000, 258.626953125000000000,  ,  , 14759, 63.0, 49588
Python, json_loads, -1,286.559265136718750000, 258.209655761718750000,  ,  , 14755, 63.5, 49340
Python, logging, -1,856.710876464843750000, 772.987731933593750000,  ,  , 43804, 68.0, 49200
Python, logging, -1,854.593627929687500000, 770.526733398437500000,  ,  , 43934, 64.8, 49480
Python, logging, -1,851.070007324218750000, 766.775939941406250000,  ,  , 44042, 68.2, 49424
Python, logging, -1,862.784912109375000000, 779.273071289062500000,  ,  , 43705, 64.5, 49348
Python, logging, -1,867.130920410156250000, 783.907897949218750000,  ,  , 43752, 68.0, 49468
Python, logging, -1,862.234313964843750000, 778.655761718750000000,  ,  , 43796, 65.0, 49372
Python, logging, -1,865.900817871093750000, 782.114318847656250000,  ,  , 43968, 64.8, 49472
Python, logging, -1,865.419677734375000000, 781.963562011718750000,  ,  , 43752, 65.2, 49244
Python, logging, -1,863.808105468750000000, 780.348632812500000000,  ,  , 43743, 64.8, 49324
Python, logging, -1,855.017822265625000000, 770.682434082031250000,  ,  , 44167, 68.8, 49304
Python, nqueens, -1,337.934570312500000000, 305.108520507812500000,  ,  , 17078, 65.0, 49380
Python, nqueens, -1,335.205322265625000000, 302.285217285156250000,  ,  , 17085, 62.5, 49508
Python, nqueens, -1,340.476684570312500000, 307.851135253906250000,  ,  , 17048, 65.0, 49488
Python, nqueens, -1,331.319946289062500000, 298.188171386718750000,  ,  , 17328, 63.2, 49448
Python, nqueens, -1,413.963989257812500000, 379.131103515625000000,  ,  , 17862, 76.8, 49464
Python, nqueens, -1,342.503662109375000000, 310.083129882812500000,  ,  , 17061, 67.8, 49508
Python, nqueens, -1,341.522827148437500000, 308.970703125000000000,  ,  , 17072, 63.5, 49420
Python, nqueens, -1,340.464111328125000000, 307.679077148437500000,  ,  , 17233, 67.2, 49332
Python, nqueens, -1,333.019409179687500000, 300.109558105468750000,  ,  , 17264, 67.5, 49472
Python, nqueens, -1,334.368774414062500000, 301.154357910156250000,  ,  , 17241, 63.5, 49340
Python, pidigits, -1,358.785827636718750000, 322.572998046875000000,  ,  , 19042, 62.2, 49584
Python, pidigits, -1,358.232910156250000000, 321.721313476562500000,  ,  , 19099, 62.5, 49384
Python, pidigits, -1,359.063232421875000000, 322.567626953125000000,  ,  , 19136, 66.5, 49508
Python, pidigits, -1,358.788146972656250000, 322.291137695312500000,  ,  , 19160, 66.8, 49364
Python, pidigits, -1,358.002746582031250000, 321.366638183593750000,  ,  , 19108, 62.5, 49372
Python, pidigits, -1,358.995178222656250000, 322.480346679687500000,  ,  , 19156, 62.5, 49476
Python, pidigits, -1,358.010864257812500000, 321.239013671875000000,  ,  , 19253, 66.8, 49356
Python, pidigits, -1,358.579833984375000000, 322.026855468750000000,  ,  , 19135, 62.8, 49368
Python, pidigits, -1,360.088317871093750000, 323.967895507812500000,  ,  , 19015, 62.8, 49508
Python, pidigits, -1,358.841918945312500000, 322.013793945312500000,  ,  , 19251, 67.2, 49508
Python, nbody, -1,341.706665039062500000, 305.538574218750000000,  ,  , 18817, 62.5, 49464
Python, nbody, -1,342.008605957031250000, 305.887145996093750000,  ,  , 18858, 66.0, 49372
Python, nbody, -1,341.955627441406250000, 305.830993652343750000,  ,  , 18863, 61.2, 49604
Python, nbody, -1,341.518188476562500000, 305.622985839843750000,  ,  , 18789, 62.8, 49504
Python, nbody, -1,340.276733398437500000, 304.322509765625000000,  ,  , 18760, 62.5, 49460
Python, nbody, -1,342.752197265625000000, 307.214721679687500000,  ,  , 18724, 66.2, 49588
Python, nbody, -1,346.317749023437500000, 310.191711425781250000,  ,  , 18809, 63.0, 49492
Python, nbody, -1,340.803283691406250000, 304.594421386718750000,  ,  , 18935, 62.2, 49476
Python, nbody, -1,344.425354003906250000, 308.274108886718750000,  ,  , 18943, 62.5, 49484
Python, nbody, -1,342.953308105468750000, 306.691833496093750000,  ,  , 18962, 66.5, 49356
Python, chameleon, 5,98.737121582031250000, 61.179382324218750000,  ,  , 19872, 41.2, 49456
Python, chameleon, 5,98.800354003906250000, 61.153320312500000000,  ,  , 19889, 42.2, 49240
Python, chameleon, 5,99.120422363281250000, 61.407104492187500000,  ,  , 19963, 43.0, 49496
Python, chameleon, 5,98.960144042968750000, 61.264831542968750000,  ,  , 19929, 42.8, 49368
